stable_id	path	real_path	type	bytes	lines	sha256	owning_repository	ownership	classification	consumer	discovery_mechanism	scope	current_activation	content_summary	unique_information	duplication	apparent_age	verification	risks_count_only	decision	destination_or_archive	validation	commit	review_date
AI-f1c5a2e2776a	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/executing-plans/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/executing-plans/SKILL.md	skill	2459	70	a711f83fb762e2ea0fa151f598893da9911a408895c91cc7a7e0770dd59a27b3	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (executing-plans)	not assessed; non-authoritative copy	group by sha256=a711f83fb762	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-8949b790f15a	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/finishing-a-development-branch/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/finishing-a-development-branch/SKILL.md	skill	4250	200	dd2f82c6dc8582b621f9eb57fcb65f557f88eadf872727ac81d0840ae12c504e	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (finishing-a-development-branch)	not assessed; non-authoritative copy	group by sha256=dd2f82c6dc85	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-0e9ac1256f17	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/receiving-code-review/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/receiving-code-review/SKILL.md	skill	6314	213	c9382e92b8f32363566068ecfed19d3b2651eaf40d3942b24840f839dedfc406	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (receiving-code-review)	not assessed; non-authoritative copy	group by sha256=c9382e92b8f3	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-3c07f93c5a26	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/requesting-code-review/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/requesting-code-review/SKILL.md	skill	2935	105	a5ff68586ccf62d1803cedeb71d60fd96ec05591d29c8d123196117eefd34cd0	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (requesting-code-review)	not assessed; non-authoritative copy	group by sha256=a5ff68586ccf	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-49dccf54b2a3	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/subagent-driven-development/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/subagent-driven-development/SKILL.md	skill	12139	277	081ad3869e55c80bf8f890b4768a90c0e8057daf94b1b6fadebfc85ea5b8304a	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (subagent-driven-development)	not assessed; non-authoritative copy	group by sha256=081ad3869e55	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-c1254528902c	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/systematic-debugging/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/systematic-debugging/SKILL.md	skill	9884	296	4999cb851360485eca5074e727bbdd62ef20549c5d5b01216fcbf5831badb473	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (systematic-debugging)	not assessed; non-authoritative copy	group by sha256=4999cb851360	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-393d798d453b	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/test-driven-development/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/test-driven-development/SKILL.md	skill	9867	371	7dee67b4af6bdccc7a914ca34533184d64592d0f5b23aeae631538168db14994	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (test-driven-development)	not assessed; non-authoritative copy	group by sha256=7dee67b4af6b	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-ef6116f7f002	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/using-git-worktrees/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/using-git-worktrees/SKILL.md	skill	5635	218	de9dcde34840eee074047ec327d4ea6ca4954c5a73a6d874dc48f25fe46c9e7c	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (using-git-worktrees)	not assessed; non-authoritative copy	group by sha256=de9dcde34840	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-4b1f8643b1fa	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/using-superpowers/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/using-superpowers/SKILL.md	skill	5421	117	316e29381219adf0cac62190c67aeabf427d6e6e5f2735541d502b3d339be7aa	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (using-superpowers)	not assessed; non-authoritative copy	group by sha256=316e29381219	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-6046cfda4554	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/verification-before-completion/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/verification-before-completion/SKILL.md	skill	4201	139	ea52d15aabaf72bc6b558efe2c126f161b53961090ddcd712000273bfe8c7b6c	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (verification-before-completion)	not assessed; non-authoritative copy	group by sha256=ea52d15aabaf	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-89c152952beb	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/writing-plans/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/writing-plans/SKILL.md	skill	6046	152	90056bad3d5f196fa7c9fec0ffe592e6d9c86bc983e406642a51d1a4198b7024	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (writing-plans)	not assessed; non-authoritative copy	group by sha256=90056bad3d5f	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-42c70809357f	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/writing-skills/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/superpowers/skills/writing-skills/SKILL.md	skill	22624	655	38ba648975ae6ba512d6695676f146163db61a496b867f716f4bdfb0ee3aca3e	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (writing-skills)	not assessed; non-authoritative copy	group by sha256=38ba648975ae	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-e8e2bb944b60	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams-channel-summarization/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams-channel-summarization/SKILL.md	skill	2504	58	c77949b177608360728044813e5d4d70a977992d3db45b6554ba9821a2172e2f	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (teams-channel-summarization)	not assessed; non-authoritative copy	group by sha256=c77949b17760	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-47a1adaad024	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams-daily-digest/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams-daily-digest/SKILL.md	skill	2840	70	00121f1b6f6db3b550d154486a0e200655f2a08b2d2a83f63593acb1d2e6f981	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (teams-daily-digest)	not assessed; non-authoritative copy	group by sha256=00121f1b6f6d	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-8f56f5391084	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams-messages/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams-messages/SKILL.md	skill	3175	53	3e1d65aac5abc66fccbea8065e185c6b8f83790eb868e2d532325f1ff8d92b8f	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (teams-messages)	not assessed; non-authoritative copy	group by sha256=3e1d65aac5ab	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-86d65aba6d7a	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams-notification-triage/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams-notification-triage/SKILL.md	skill	2824	64	22ecfa3a34777f7421a7764fe3a599550d9601ed65b751b645baf786fcc17336	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (teams-notification-triage)	not assessed; non-authoritative copy	group by sha256=22ecfa3a3477	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-1a85ddba6b2a	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams-planner-task-management/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams-planner-task-management/SKILL.md	skill	2886	48	edc4f70f614d5b8a425d115300c22b53158788a500b64eab1b554ad437402b42	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (teams-planner-task-management)	not assessed; non-authoritative copy	group by sha256=edc4f70f614d	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-d4c3b8c02016	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams-reply-drafting/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams-reply-drafting/SKILL.md	skill	3175	65	350317790939955d4f3d2c73371b86240d8bef8842f8656ba74711fe42cda86c	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (teams-reply-drafting)	not assessed; non-authoritative copy	group by sha256=350317790939	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-a2bb75f3c8e8	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/teams/skills/teams/SKILL.md	skill	6115	76	0aa1a8c7f6bd090bbe7f3659be37643fe7f37bbbc26a9794e88180c344419119	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (teams)	not assessed; non-authoritative copy	group by sha256=0aa1a8c7f6bd	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-490e84003fe5	/home/jack/.codex/.tmp/plugins/plugins/temporal/skills/temporal-developer/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/temporal/skills/temporal-developer/SKILL.md	skill	6960	119	d8533019e2e264257f054db634d752f40c88ca0672e79fdad83bf14f92e17faf	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (temporal-developer)	not assessed; non-authoritative copy	group by sha256=d8533019e2e2	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-8771c1b8913c	/home/jack/.codex/.tmp/plugins/plugins/test-android-apps/skills/android-emulator-qa/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/test-android-apps/skills/android-emulator-qa/SKILL.md	skill	3262	80	0ce182ad60db73ea663f0eab6793f4fbf63b4b4e2ebba596a61b7b3b8985eeac	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (android-emulator-qa)	not assessed; non-authoritative copy	group by sha256=0ce182ad60db	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-95be6133172b	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/agent-browser-verify/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/agent-browser-verify/SKILL.md	skill	6563	195	ddba077d6c07d6b5cce7aa8fb8b2c56e043cd561d70f20f096b7422dd44a1ee6	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (agent-browser-verify)	not assessed; non-authoritative copy	group by sha256=ddba077d6c07	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-997db32743e6	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/agent-browser/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/agent-browser/SKILL.md	skill	6616	227	268feb796ace9927d54310ffda8f72bac63cd1c0d88a0506294beab6472a611b	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (agent-browser)	not assessed; non-authoritative copy	group by sha256=268feb796ace	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	windows_path:1	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-0ac222b4a29c	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/ai-elements/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/ai-elements/SKILL.md	skill	21514	482	47ae062a3ca7dc004f667591b39998d650a0cd0d909fe3a06ca6bb9a9f685567	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (ai-elements)	not assessed; non-authoritative copy	group by sha256=47ae062a3ca7	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-f99d3b8d6e29	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/ai-gateway/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/ai-gateway/SKILL.md	skill	19134	562	5eb3b2d25fd528e10c7afe9c7f65a528256d310337a641412ac554899636bbb9	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (ai-gateway)	not assessed; non-authoritative copy	group by sha256=5eb3b2d25fd5	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	generic_api_assignment:1	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-56d3666507a4	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/ai-generation-persistence/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/ai-generation-persistence/SKILL.md	skill	7749	241	275935c3e309762399764595e6bfa0f9408132f197e170bbe377a7194f4327ba	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (ai-generation-persistence)	not assessed; non-authoritative copy	group by sha256=275935c3e309	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-1db4d391e34a	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/ai-sdk/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/ai-sdk/SKILL.md	skill	33128	798	1fa9fe524ad9a7a3cc0f1ff25b73783ed1e426c4ba006f47b636a263c7b789b0	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (ai-sdk)	not assessed; non-authoritative copy	group by sha256=1fa9fe524ad9	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-fb4858640009	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/auth/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/auth/SKILL.md	skill	9387	355	22f46358aeb87caddde759176073aea63dab402930ada7250741068a67318e3f	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (auth)	not assessed; non-authoritative copy	group by sha256=22f46358aeb8	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-a4223f72c2cc	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/bootstrap/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/bootstrap/SKILL.md	skill	6987	202	509de0d4efe0611ef39bdbeb3514daaf42794898fc36c67466370d2b1cbd914c	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (bootstrap)	not assessed; non-authoritative copy	group by sha256=509de0d4efe0	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-f971cca5d886	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/chat-sdk/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/chat-sdk/SKILL.md	skill	18572	665	2fe0f148d5f47b97eda4d864a7f1426f0ddc618a9ebde0e4cd103b37cca8139b	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (chat-sdk)	not assessed; non-authoritative copy	group by sha256=2fe0f148d5f4	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	generic_api_assignment:4	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-ce62e670ffa6	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/cms/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/cms/SKILL.md	skill	10530	336	d5f22976cb562714110ecd2e358b5123cd12baaffec6d7dc6af086e272b93ff5	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (cms)	not assessed; non-authoritative copy	group by sha256=d5f22976cb56	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	generic_api_assignment:4	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-7081c4484023	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/cron-jobs/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/cron-jobs/SKILL.md	skill	2093	71	16b197f8fc40559cc16c4aa1d535466d3f595ac2aec0b297203f1db23d98f873	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (cron-jobs)	not assessed; non-authoritative copy	group by sha256=16b197f8fc40	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-01239f50f53a	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/deployments-cicd/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/deployments-cicd/SKILL.md	skill	11164	330	0eb60b7627053f47eebe13685fb06c2ecee1cc3ada6fee283b3775a2a3ae4e64	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (deployments-cicd)	not assessed; non-authoritative copy	group by sha256=0eb60b762705	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-e9d2573860bc	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/email/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/email/SKILL.md	skill	10376	391	bd601c2f88f5879ce01fc235efb902a8f50575eb0b24f445fe827ae0b909248c	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (email)	not assessed; non-authoritative copy	group by sha256=bd601c2f88f5	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-99df4739c995	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/env-vars/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/env-vars/SKILL.md	skill	9161	258	6390db2eaa8fece483672975cc23f308fe10286c08126b7db6566dda64ba31c4	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (env-vars)	not assessed; non-authoritative copy	group by sha256=6390db2eaa8f	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-2d2e08e1a996	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/geist/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/geist/SKILL.md	skill	6896	226	000d1515d168deabce0097b86ceaf7b5cc6c891e505e6a80c40b65b46b47b77e	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (geist)	not assessed; non-authoritative copy	group by sha256=000d1515d168	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-bdd01cffb292	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/geistdocs/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/geistdocs/SKILL.md	skill	8264	275	ebd9221a886c61a53e999382ca2bbcbd01e5100e7fe11a554da9bff1a4462284	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (geistdocs)	not assessed; non-authoritative copy	group by sha256=ebd9221a886c	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
AI-48ab2938309f	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/investigation-mode/SKILL.md	/home/jack/.codex/.tmp/plugins/plugins/vercel/skills/investigation-mode/SKILL.md	skill	9306	276	7fb010f9716e7c8f814976263a6ac5b64f1e266a9b3d71b0559fce015d93a86a	/home/jack/.codex/.tmp/plugins	external	cache/generated	none	none unless explicitly opened/entered	contained location	inactive-by-location	skill playbook (investigation-mode)	not assessed; non-authoritative copy	group by sha256=7fb010f9716e	mtime=2026-04-23	complete-byte read; metadata/hash; activation requires discovery evidence	none detected by limited patterns	leave-generated-unchanged; remove only via owning cache lifecycle	cache owner	re-run inventory.py; tool-specific discovery test before edit	not-applicable-read-only-audit	2026-08-03
